uriPer,labelPer,birthYear,relaType,uriOrg,labelOrg,nTypes,typesO,periods
http://www.wikidata.org/entity/Q67172211,Claudia Cividino,1966,education,http://www.wikidata.org/entity/Q1153198,IE Business School,1,business school,1961-1980
http://www.wikidata.org/entity/Q67173589,John Lansing,1957,education,http://www.wikidata.org/entity/Q2894666,Bellarmine University,2,private not-for-profit educational institution | university,1941-1960
http://www.wikidata.org/entity/Q6725926,Madchild,1975,education,http://www.wikidata.org/entity/Q5046931,Carson Graham Secondary School,1,high school,1961-1980
http://www.wikidata.org/entity/Q6725926,Madchild,1975,education,http://www.wikidata.org/entity/Q7649991,Sutherland Secondary School,1,high school,1961-1980
http://www.wikidata.org/entity/Q6727563,Madhusudhan Rao Lagadapati,1966,education,http://www.wikidata.org/entity/Q349055,Wayne State University,2,public research university | public educational institution of the United States,1961-1980
http://www.wikidata.org/entity/Q6730335,Maggie Wilderotter,1955,education,http://www.wikidata.org/entity/Q2620177,College of the Holy Cross,3,liberal arts college | private not-for-profit educational institution | university,1941-1960
http://www.wikidata.org/entity/Q67384289,Yoav Turgeman,1962,education,http://www.wikidata.org/entity/Q591115,University of Haifa,1,public research university,1961-1980
http://www.wikidata.org/entity/Q67384289,Yoav Turgeman,1962,education,http://www.wikidata.org/entity/Q1124657,Bar-Ilan University,2,public research university | academic publisher,1961-1980
http://www.wikidata.org/entity/Q67384289,Yoav Turgeman,1962,education,http://www.wikidata.org/entity/Q319239,Tel Aviv University,3,open-access publisher | university | Ottoman Association,1961-1980
http://www.wikidata.org/entity/Q67405010,Anko van der Werff,1975,education,http://www.wikidata.org/entity/Q2149792,Praedinius Gymnasium,1,school building,1961-1980
http://www.wikidata.org/entity/Q67405010,Anko van der Werff,1975,education,http://www.wikidata.org/entity/Q156598,Leiden University,2,organization | university,1961-1980
http://www.wikidata.org/entity/Q67405010,Anko van der Werff,1975,education,http://www.wikidata.org/entity/Q49126,Harvard Business School,2,business school | organization,1961-1980
http://www.wikidata.org/entity/Q6741441,Galia Maor,1943,education,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem,2,university | geographic location,1941-1960
http://www.wikidata.org/entity/Q6741441,Galia Maor,1943,education,http://www.wikidata.org/entity/Q9268168,Ironi Alef High School,1,secondary school,1941-1960
http://www.wikidata.org/entity/Q6744189,Mallika Srinivasan,1959,education,http://www.wikidata.org/entity/Q1364464,University of Madras,1,state public university,1941-1960
http://www.wikidata.org/entity/Q6744189,Mallika Srinivasan,1959,membership,http://www.wikidata.org/entity/Q115725302,ABLF alumni network,1,alumni association,1941-1960
http://www.wikidata.org/entity/Q6744189,Mallika Srinivasan,1959,education,http://www.wikidata.org/entity/Q1329269,The Wharton School,2,private university | business school,1941-1960
http://www.wikidata.org/entity/Q67449187,Guy Sella,1964,education,http://www.wikidata.org/entity/Q333705,Technion – Israel Institute of Technology,2,publishing company | university,1961-1980
http://www.wikidata.org/entity/Q6747993,Q6747993,1950,education,http://www.wikidata.org/entity/Q319239,Tel Aviv University,3,open-access publisher | university | Ottoman Association,1941-1960
http://www.wikidata.org/entity/Q6755688,Marc Lasry,1961,education,http://www.wikidata.org/entity/Q3339059,New York Law School,2,private not-for-profit educational institution | law school,1961-1980
http://www.wikidata.org/entity/Q6755688,Marc Lasry,1961,education,http://www.wikidata.org/entity/Q1095773,Clark University,5,liberal arts college | Colleges That Change Lives | private not-for-profit educational institution | university campus | private university,1961-1980
http://www.wikidata.org/entity/Q6759251,Margaret Carter,1935,education,http://www.wikidata.org/entity/Q7231908,Portland Community College,2,community college | public educational institution of the United States,1921-1940
http://www.wikidata.org/entity/Q6759251,Margaret Carter,1935,education,http://www.wikidata.org/entity/Q1771717,Portland State University,3,public educational institution of the United States | open-access publisher | university,1921-1940
http://www.wikidata.org/entity/Q6759251,Margaret Carter,1935,education,http://www.wikidata.org/entity/Q5593620,Grambling State University,3,public educational institution of the United States | historically black college or university | university,1921-1940
http://www.wikidata.org/entity/Q6759251,Margaret Carter,1935,education,http://www.wikidata.org/entity/Q861888,Oregon State University,8,public research university | space grant institution | sea grant institution | public educational institution of the United States | research university | land-grant university | sun grant institution | public university,1921-1940
http://www.wikidata.org/entity/Q6759278,Dan Propper,1941,education,http://www.wikidata.org/entity/Q333705,Technion – Israel Institute of Technology,2,publishing company | university,1941-1960
http://www.wikidata.org/entity/Q67621760,Camilla Gregersen,1976,membership,http://www.wikidata.org/entity/Q116719925,Danish Data Ethics Council,1,council,1961-1980
http://www.wikidata.org/entity/Q67621760,Camilla Gregersen,1976,education,http://www.wikidata.org/entity/Q1542386,Roskilde University,1,university,1961-1980
http://www.wikidata.org/entity/Q67621760,Camilla Gregersen,1976,education,http://www.wikidata.org/entity/Q2166335,University of Southern Denmark,1,public university,1961-1980
http://www.wikidata.org/entity/Q67621760,Camilla Gregersen,1976,membership,http://www.wikidata.org/entity/Q10551121,Kvinderådet,2,organization | women's rights organization,1961-1980
http://www.wikidata.org/entity/Q67621760,Camilla Gregersen,1976,membership,http://www.wikidata.org/entity/Q3355966,AC – The Danish Confederation of Professional Associations,2,collective negotiation community | national trade union center,1961-1980
http://www.wikidata.org/entity/Q67621760,Camilla Gregersen,1976,membership,http://www.wikidata.org/entity/Q12307487,DM,1,labor union,1961-1980
http://www.wikidata.org/entity/Q67622312,NATHAN JAMES DYER,1968,education,http://www.wikidata.org/entity/Q186285,University of Copenhagen,2,public research university | organization,1961-1980
http://www.wikidata.org/entity/Q6766345,Marjorie Wallace,1945,education,http://www.wikidata.org/entity/Q193196,University College London,4,higher education institution | educational organization | academic institution | university college,1941-1960
http://www.wikidata.org/entity/Q6766345,Marjorie Wallace,1945,education,http://www.wikidata.org/entity/Q7357563,Roedean School,3,independent school | girls' school | boarding school,1941-1960
http://www.wikidata.org/entity/Q6766732,Mark T. Bertolini,1956,education,http://www.wikidata.org/entity/Q49115,Cornell University,5,research university | private university | land-grant university | sun grant institution | private not-for-profit educational institution,1941-1960
http://www.wikidata.org/entity/Q6766732,Mark T. Bertolini,1956,education,http://www.wikidata.org/entity/Q349055,Wayne State University,2,public research university | public educational institution of the United States,1941-1960
http://www.wikidata.org/entity/Q6766732,Mark T. Bertolini,1956,education,http://www.wikidata.org/entity/Q1049535,Samuel Curtis Johnson Graduate School of Management,1,business school,1941-1960
http://www.wikidata.org/entity/Q6766957,Mark C. Smith,1940,education,http://www.wikidata.org/entity/Q864855,Georgia Tech,3,public research university | institute of technology | public educational institution of the United States,1921-1940
http://www.wikidata.org/entity/Q6767521,Mark Emmert,1952,education,http://www.wikidata.org/entity/Q5447370,Fife High School,1,high school,1941-1960
http://www.wikidata.org/entity/Q6767521,Mark Emmert,1952,employment,http://www.wikidata.org/entity/Q1206658,University of Colorado,1,university,1941-1960
http://www.wikidata.org/entity/Q6767521,Mark Emmert,1952,education,http://www.wikidata.org/entity/Q219563,University of Washington,1,public university,1941-1960
http://www.wikidata.org/entity/Q6767521,Mark Emmert,1952,education,http://www.wikidata.org/entity/Q617433,Syracuse University,5,group of structures or buildings | private not-for-profit educational institution | 501(c)(3) organization | research university | private university,1941-1960
http://www.wikidata.org/entity/Q6767603,Mark Fields,1961,education,http://www.wikidata.org/entity/Q49126,Harvard Business School,2,business school | organization,1961-1980
http://www.wikidata.org/entity/Q6767603,Mark Fields,1961,education,http://www.wikidata.org/entity/Q499451,Rutgers University,4,public research university | sea grant institution | land-grant university | Colonial Colleges,1961-1980
http://www.wikidata.org/entity/Q6767603,Mark Fields,1961,education,http://www.wikidata.org/entity/Q13371,Harvard University,4,research university | private university | Colonial Colleges | private not-for-profit educational institution,1961-1980
http://www.wikidata.org/entity/Q6767603,Mark Fields,1961,education,http://www.wikidata.org/entity/Q7382783,Rutgers Business School – Newark and New Brunswick,1,business school,1961-1980
http://www.wikidata.org/entity/Q6767603,Mark Fields,1961,education,http://www.wikidata.org/entity/Q7135405,Paramus High School,1,high school,1961-1980
http://www.wikidata.org/entity/Q6770049,Mark Tucker,1957,education,http://www.wikidata.org/entity/Q503424,University of Leeds,2,public research university | educational organization,1941-1960
http://www.wikidata.org/entity/Q6775527,Martin Gilbert,1955,education,http://www.wikidata.org/entity/Q7344852,Robert Gordon's College,1,secondary school,1941-1960
http://www.wikidata.org/entity/Q6775527,Martin Gilbert,1955,education,http://www.wikidata.org/entity/Q270532,University of Aberdeen,1,public research university,1941-1960
http://www.wikidata.org/entity/Q6779507,Mary F. Sammons,1946,education,http://www.wikidata.org/entity/Q6147915,Marylhurst University,6,private not-for-profit educational institution | university | women's college,1941-1960
http://www.wikidata.org/entity/Q6780172,Itamar Tchizik,1947,education,http://www.wikidata.org/entity/Q591115,University of Haifa,1,public research university,1941-1960
http://www.wikidata.org/entity/Q6788323,Amos Eran,1936,education,http://www.wikidata.org/entity/Q1329269,The Wharton School,2,private university | business school,1921-1940
http://www.wikidata.org/entity/Q6788323,Amos Eran,1936,employment,http://www.wikidata.org/entity/Q591115,University of Haifa,1,public research university,1921-1940
http://www.wikidata.org/entity/Q6788826,Matt Hullum,1974,education,http://www.wikidata.org/entity/Q14686755,North Atlanta High School,1,high school,1961-1980
http://www.wikidata.org/entity/Q6788826,Matt Hullum,1974,education,http://www.wikidata.org/entity/Q49213,University of Texas at Austin,2,public research university | public educational institution of the United States,1961-1980
http://www.wikidata.org/entity/Q6789159,Matt Ouimet,1958,education,http://www.wikidata.org/entity/Q863813,Binghamton University,3,academic publisher | public educational institution of the United States | university,1941-1960
http://www.wikidata.org/entity/Q6794873,Max Hole,1951,education,http://www.wikidata.org/entity/Q1516684,University of Kent,4,public research university | open-access publisher | higher education institution | educational organization,1941-1960
http://www.wikidata.org/entity/Q6810747,Mel Karmazin,1943,education,http://www.wikidata.org/entity/Q556098,Pace University,2,private not-for-profit educational institution | university,1941-1960
http://www.wikidata.org/entity/Q6821611,Q6821611,1957,education,http://www.wikidata.org/entity/Q1026919,"California State University, Fresno",2,public educational institution of the United States | university,1941-1960
http://www.wikidata.org/entity/Q6828265,Michael Armitage,1949,education,http://www.wikidata.org/entity/Q15574,University of Adelaide,1,public university,1941-1960
http://www.wikidata.org/entity/Q6828861,Michael Brown,1960,education,http://www.wikidata.org/entity/Q13371,Harvard University,4,research university | private university | Colonial Colleges | private not-for-profit educational institution,1941-1960
http://www.wikidata.org/entity/Q6828861,Michael Brown,1960,education,http://www.wikidata.org/entity/Q49122,Harvard Law School,3,law school | graduate school | publishing company,1941-1960
http://www.wikidata.org/entity/Q6829086,Michael David Capellas,1955,education,http://www.wikidata.org/entity/Q7970213,Warren G. Harding High School,2,public school | high school,1941-1960
http://www.wikidata.org/entity/Q6829086,Michael David Capellas,1955,education,http://www.wikidata.org/entity/Q3428253,U.S. Air Force Test Pilot School,1,flight school,1941-1960
http://www.wikidata.org/entity/Q6829456,Michael Corbat,1960,education,http://www.wikidata.org/entity/Q13371,Harvard University,4,research university | private university | Colonial Colleges | private not-for-profit educational institution,1941-1960
http://www.wikidata.org/entity/Q6829568,Michael Crowther,1952,education,http://www.wikidata.org/entity/Q4879170,Bedford Modern School,1,independent school,1941-1960
http://www.wikidata.org/entity/Q6829568,Michael Crowther,1952,education,http://www.wikidata.org/entity/Q7404773,Salisbury High School,1,high school,1941-1960
http://www.wikidata.org/entity/Q6829634,Michael D. Dingman,1931,education,http://www.wikidata.org/entity/Q503415,University of Maryland,4,public research university | public educational institution of the United States | publishing company | land-grant university,1921-1940
http://www.wikidata.org/entity/Q6830250,Michael Feldman,1968,education,http://www.wikidata.org/entity/Q49120,Tufts University,2,university | private not-for-profit educational institution,1961-1980
http://www.wikidata.org/entity/Q6831969,Michael Krasny,1955,education,http://www.wikidata.org/entity/Q7037040,Niles North High School,1,high school,1941-1960
http://www.wikidata.org/entity/Q6831969,Michael Krasny,1955,education,http://www.wikidata.org/entity/Q457281,University of Illinois Urbana–Champaign,3,public research university | public educational institution of the United States | land-grant university,1941-1960
http://www.wikidata.org/entity/Q6832621,Michael McCain,1951,education,http://www.wikidata.org/entity/Q742150,Mount Allison University,2,university,1941-1960
http://www.wikidata.org/entity/Q6832621,Michael McCain,1951,education,http://www.wikidata.org/entity/Q1144262,Western University,6,public research university | open-access publisher | university in Ontario,1941-1960
http://www.wikidata.org/entity/Q6833274,Michael Overs,1939,education,http://www.wikidata.org/entity/Q4692571,Agincourt Collegiate Institute,1,high school,1921-1940
http://www.wikidata.org/entity/Q6834747,Michael Szymanczyk,1949,education,http://www.wikidata.org/entity/Q1079140,Indiana University Bloomington,2,public research university | public educational institution of the United States,1941-1960
http://www.wikidata.org/entity/Q6834747,Michael Szymanczyk,1949,education,http://www.wikidata.org/entity/Q6123576,Indiana University Kelley School of Business,1,business school,1941-1960
http://www.wikidata.org/entity/Q6840038,Avi Nir,1961,education,http://www.wikidata.org/entity/Q319239,Tel Aviv University,3,open-access publisher | university | Ottoman Association,1961-1980
http://www.wikidata.org/entity/Q6845621,Mikael Ohlsson,1957,education,http://www.wikidata.org/entity/Q782600,Linköping University,3,organization | Swedish government agency | university,1941-1960
http://www.wikidata.org/entity/Q6847486,Mike Kelly,1942,education,http://www.wikidata.org/entity/Q615873,Seattle University,2,Catholic university | private not-for-profit educational institution,1941-1960
http://www.wikidata.org/entity/Q6847486,Mike Kelly,1942,education,http://www.wikidata.org/entity/Q1285262,University of Alaska Fairbanks,3,public educational institution of the United States | land-grant university | public university,1941-1960
http://www.wikidata.org/entity/Q6847486,Mike Kelly,1942,education,http://www.wikidata.org/entity/Q6902128,Monroe Catholic High School,1,high school,1941-1960
http://www.wikidata.org/entity/Q6853902,Ravit Barniv,1963,education,http://www.wikidata.org/entity/Q2908845,Reichman University,2,publishing company | private university,1961-1980
http://www.wikidata.org/entity/Q6853902,Ravit Barniv,1963,education,http://www.wikidata.org/entity/Q319239,Tel Aviv University,3,open-access publisher | university | Ottoman Association,1961-1980
http://www.wikidata.org/entity/Q6855185,Zion Kenan,1955,education,http://www.wikidata.org/entity/Q1423960,Open University of Israel,3,open university | publishing company | public university,1941-1960
http://www.wikidata.org/entity/Q6871036,Q6871036,1944,education,http://www.wikidata.org/entity/Q319239,Tel Aviv University,3,open-access publisher | university | Ottoman Association,1941-1960
http://www.wikidata.org/entity/Q6871036,Q6871036,1944,education,http://www.wikidata.org/entity/Q333705,Technion – Israel Institute of Technology,2,publishing company | university,1941-1960
http://www.wikidata.org/entity/Q6884639,Mizinga Melu,1968,education,http://www.wikidata.org/entity/Q2096836,University of Zambia,1,public university,1961-1980
http://www.wikidata.org/entity/Q68935345,Alhassan Andani,1960,education,http://www.wikidata.org/entity/Q85763373,Ghana Senior High School,5,public school | high school | mixed-sex education | educational institution | boarding school,1941-1960
http://www.wikidata.org/entity/Q68935345,Alhassan Andani,1960,education,http://www.wikidata.org/entity/Q2303765,University of Ghana,2,open-access publisher | public university,1941-1960
http://www.wikidata.org/entity/Q6902255,Amos Shapira,1949,education,http://www.wikidata.org/entity/Q591115,University of Haifa,1,public research university,1941-1960
http://www.wikidata.org/entity/Q6902255,Amos Shapira,1949,employment,http://www.wikidata.org/entity/Q591115,University of Haifa,1,public research university,1941-1960
http://www.wikidata.org/entity/Q6902255,Amos Shapira,1949,education,http://www.wikidata.org/entity/Q333705,Technion – Israel Institute of Technology,2,publishing company | university,1941-1960
http://www.wikidata.org/entity/Q6916156,Moshe Schnitzer,1921,membership,http://www.wikidata.org/entity/Q207913,Irgun,2,terrorist organization | paramilitary organization,1921-1940
http://www.wikidata.org/entity/Q6916156,Moshe Schnitzer,1921,education,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem,2,university | geographic location,1921-1940
http://www.wikidata.org/entity/Q6928735,Yizhar Hess,1967,education,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem,2,university | geographic location,1961-1980
http://www.wikidata.org/entity/Q6928735,Yizhar Hess,1967,education,http://www.wikidata.org/entity/Q2908845,Reichman University,2,publishing company | private university,1961-1980
http://www.wikidata.org/entity/Q6929106,Pinhas Haliwa,1960,education,http://www.wikidata.org/entity/Q1124657,Bar-Ilan University,2,public research university | academic publisher,1941-1960
http://www.wikidata.org/entity/Q6934624,Yigal Ben-Shalom,1946,education,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem,2,university | geographic location,1941-1960
http://www.wikidata.org/entity/Q6938748,Eliyahu Glickman,1961,education,http://www.wikidata.org/entity/Q2911112,Hebrew Reali School,1,school,1961-1980
http://www.wikidata.org/entity/Q6943008,Shmuel Slavin,1953,education,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem,2,university | geographic location,1941-1960
http://www.wikidata.org/entity/Q6957658,Nadhmi Al-Nasr,1956,education,http://www.wikidata.org/entity/Q4116241,King Fahd University of Petroleum and Minerals,1,university,1941-1960
http://www.wikidata.org/entity/Q69580391,Runcie C. W. Chidebe,1985,education,http://www.wikidata.org/entity/Q3547145,Birmingham City University,4,higher education institution | educational organization | university | public university,1981-2000
http://www.wikidata.org/entity/Q6958922,Uzi Shavit,1936,employment,http://www.wikidata.org/entity/Q319239,Tel Aviv University,3,open-access publisher | university | Ottoman Association,1921-1940
http://www.wikidata.org/entity/Q6958922,Uzi Shavit,1936,education,http://www.wikidata.org/entity/Q319239,Tel Aviv University,3,open-access publisher | university | Ottoman Association,1921-1940
http://www.wikidata.org/entity/Q6961153,Hagai Elad,1969,education,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem,2,university | geographic location,1961-1980
http://www.wikidata.org/entity/Q6962710,Nancy Glass,1955,education,http://www.wikidata.org/entity/Q49120,Tufts University,4,university | private not-for-profit educational institution,1941-1960
http://www.wikidata.org/entity/Q6962710,Nancy Glass,1955,education,http://www.wikidata.org/entity/Q49117,University of Pennsylvania,8,research university | private university | Colonial Colleges | private not-for-profit educational institution,1941-1960
http://www.wikidata.org/entity/Q6966738,Gilad Adin,1966,education,http://www.wikidata.org/entity/Q7408197,Sam Spiegel Film and Television School,1,film school,1961-1980
http://www.wikidata.org/entity/Q6966738,Gilad Adin,1966,education,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem,2,university | geographic location,1961-1980
http://www.wikidata.org/entity/Q6968403,Natarajan Chandrasekaran,1963,education,http://www.wikidata.org/entity/Q3521821,"National Institute of Technology, Tiruchirappalli",1,institute of technology,1961-1980
http://www.wikidata.org/entity/Q6968403,Natarajan Chandrasekaran,1963,education,http://www.wikidata.org/entity/Q5141504,Coimbatore Institute of Technology,2,engineering college | academic institution,1961-1980
http://www.wikidata.org/entity/Q6968911,Nathan Birnboim,1950,education,http://www.wikidata.org/entity/Q319239,Tel Aviv University,3,open-access publisher | university | Ottoman Association,1941-1960
http://www.wikidata.org/entity/Q6975383,Q6975383,1949,education,http://www.wikidata.org/entity/Q333705,Technion – Israel Institute of Technology,2,publishing company | university,1941-1960
http://www.wikidata.org/entity/Q6982518,Joshua Shemer,1947,employment,http://www.wikidata.org/entity/Q319239,Tel Aviv University,3,open-access publisher | university | Ottoman Association,1941-1960
http://www.wikidata.org/entity/Q6982518,Joshua Shemer,1947,education,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem,2,university | geographic location,1941-1960
http://www.wikidata.org/entity/Q6984162,Neal Patterson,1949,education,http://www.wikidata.org/entity/Q7574407,Spears School of Business,1,business school,1941-1960
http://www.wikidata.org/entity/Q6984162,Neal Patterson,1949,education,http://www.wikidata.org/entity/Q749718,Oklahoma State University–Stillwater,4,public research university | public educational institution of the United States | land-grant university | sun grant institution,1941-1960
http://www.wikidata.org/entity/Q6991036,Q6991036,1931,education,http://www.wikidata.org/entity/Q194223,University of Buenos Aires,2,open-access publisher | public university,1921-1940
http://www.wikidata.org/entity/Q6995902,Q6995902,1954,education,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem,2,university | geographic location,1941-1960
http://www.wikidata.org/entity/Q69961473,Arvid Moss,1958,education,http://www.wikidata.org/entity/Q520458,Norwegian School of Economics,1,business school,1941-1960
http://www.wikidata.org/entity/Q7004307,Amos Unger,1946,education,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem,2,university | geographic location,1941-1960
http://www.wikidata.org/entity/Q7011407,Q7011407,1923,education,http://www.wikidata.org/entity/Q333705,Technion – Israel Institute of Technology,2,publishing company | university,1921-1940
http://www.wikidata.org/entity/Q7018639,Menachem Meron,1928,membership,http://www.wikidata.org/entity/Q370355,Gordonia,1,Zionist youth movement,1921-1940
http://www.wikidata.org/entity/Q7028075,Nick Varney,1962,education,http://www.wikidata.org/entity/Q174570,London School of Economics and Political Science,3,public research university | higher education institution | educational organization,1961-1980
http://www.wikidata.org/entity/Q7033950,Q7033950,1947,education,http://www.wikidata.org/entity/Q333705,Technion – Israel Institute of Technology,2,publishing company | university,1941-1960
http://www.wikidata.org/entity/Q70346469,Kev Chino',1990,education,http://www.wikidata.org/entity/Q2106448,edX,2,Massive online open course provider | nonprofit organization,1981-2000
http://www.wikidata.org/entity/Q70346469,Kev Chino',1990,education,http://www.wikidata.org/entity/Q4980435,Bryan University,1,academic institution,1981-2000
http://www.wikidata.org/entity/Q70346469,Kev Chino',1990,education,http://www.wikidata.org/entity/Q14715514,Harvard Extension School,1,academic department,1981-2000
http://www.wikidata.org/entity/Q70346469,Kev Chino',1990,education,http://www.wikidata.org/entity/Q5738875,Heritage High School,1,high school,1981-2000
http://www.wikidata.org/entity/Q7035244,Q7035244,1948,education,http://www.wikidata.org/entity/Q333705,Technion – Israel Institute of Technology,2,publishing company | university,1941-1960
http://www.wikidata.org/entity/Q7045701,Mikhal Ḥamo-Loṭem,1964,education,http://www.wikidata.org/entity/Q319239,Tel Aviv University,3,open-access publisher | university | Ottoman Association,1961-1980
http://www.wikidata.org/entity/Q7045701,Mikhal Ḥamo-Loṭem,1964,employment,http://www.wikidata.org/entity/Q591115,University of Haifa,1,public research university,1961-1980
http://www.wikidata.org/entity/Q7054150,Lena Kreindlin,1962,education,http://www.wikidata.org/entity/Q2177054,Russian Institute of Theatre Arts,3,drama school | university | architectural landmark,1961-1980
http://www.wikidata.org/entity/Q7059331,Zeev Drori,1946,education,http://www.wikidata.org/entity/Q2911112,Hebrew Reali School,1,school,1941-1960
http://www.wikidata.org/entity/Q7060263,Mira Friedman Hemmo,1940,education,http://www.wikidata.org/entity/Q2911112,Hebrew Reali School,1,school,1921-1940
http://www.wikidata.org/entity/Q7062170,Shlomo Yanai,1952,education,http://www.wikidata.org/entity/Q319239,Tel Aviv University,3,open-access publisher | university | Ottoman Association,1941-1960
http://www.wikidata.org/entity/Q706222,Chris Anderson,1961,education,http://www.wikidata.org/entity/Q432637,George Washington University,4,private not-for-profit educational institution | open-access publisher | research university | private university,1961-1980
http://www.wikidata.org/entity/Q706222,Chris Anderson,1961,education,http://www.wikidata.org/entity/Q7964080,Walt Whitman High School,1,high school,1961-1980
http://www.wikidata.org/entity/Q7062442,Galia Albin,1949,education,http://www.wikidata.org/entity/Q2911112,Hebrew Reali School,1,school,1941-1960
http://www.wikidata.org/entity/Q706554,Alessandro Profumo,1957,education,http://www.wikidata.org/entity/Q959524,Bocconi University,2,private university | medium size publisher,1941-1960
http://www.wikidata.org/entity/Q7066335,Ory Bernstein,1936,employment,http://www.wikidata.org/entity/Q737332,Ben-Gurion University of the Negev,1,university,1921-1940
http://www.wikidata.org/entity/Q7066335,Ory Bernstein,1936,education,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem,2,university | geographic location,1921-1940
http://www.wikidata.org/entity/Q706686,Robert Kraft,1941,education,http://www.wikidata.org/entity/Q49088,Columbia University,5,research university | private university | Colonial Colleges | private not-for-profit educational institution | organization,1941-1960
http://www.wikidata.org/entity/Q706686,Robert Kraft,1941,education,http://www.wikidata.org/entity/Q13371,Harvard University,4,research university | private university | Colonial Colleges | private not-for-profit educational institution,1941-1960
http://www.wikidata.org/entity/Q706686,Robert Kraft,1941,education,http://www.wikidata.org/entity/Q14715421,Brookline High School,1,high school,1941-1960
http://www.wikidata.org/entity/Q706686,Robert Kraft,1941,membership,http://www.wikidata.org/entity/Q463303,American Academy of Arts and Sciences,3,academic publisher | learned society | nonprofit organization,1941-1960
http://www.wikidata.org/entity/Q706686,Robert Kraft,1941,education,http://www.wikidata.org/entity/Q49126,Harvard Business School,2,business school | organization,1941-1960
http://www.wikidata.org/entity/Q7067337,Shahar Botzer,1982,education,http://www.wikidata.org/entity/Q319239,Tel Aviv University,3,open-access publisher | university | Ottoman Association,1981-2000
http://www.wikidata.org/entity/Q7089622,Omar Ahmad,1964,education,http://www.wikidata.org/entity/Q501758,University of Florida,5,public research university | public educational institution of the United States | open-access publisher | land-grant university | public university,1961-1980
http://www.wikidata.org/entity/Q709804,David Montgomery,1948,education,http://www.wikidata.org/entity/Q5302824,Down High School,1,grammar school,1941-1960
http://www.wikidata.org/entity/Q711976,Mark Hurd,1957,education,http://www.wikidata.org/entity/Q4785603,Archbishop Curley-Notre Dame High School,2,high school | Catholic school,1941-1960
http://www.wikidata.org/entity/Q711976,Mark Hurd,1957,education,http://www.wikidata.org/entity/Q812573,Baylor University,3,church college | private not-for-profit educational institution | private university,1941-1960
http://www.wikidata.org/entity/Q7143480,Pat Gelsinger,1961,education,http://www.wikidata.org/entity/Q41506,Stanford University,4,research university | private university | private not-for-profit educational institution | open-access publisher,1961-1980
http://www.wikidata.org/entity/Q7143480,Pat Gelsinger,1961,education,http://www.wikidata.org/entity/Q992830,Santa Clara University,2,private not-for-profit educational institution | university,1961-1980
http://www.wikidata.org/entity/Q7143480,Pat Gelsinger,1961,education,http://www.wikidata.org/entity/Q6550684,Lincoln Group of Schools,2,public company | university,1961-1980
http://www.wikidata.org/entity/Q714441,Dan Gillerman,1944,education,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem,2,university | geographic location,1941-1960
http://www.wikidata.org/entity/Q7147677,Patrick Soon-Shiong,1952,employment,http://www.wikidata.org/entity/Q391028,University of British Columbia,4,public research university | open-access publisher | university | university in British Columbia,1941-1960
http://www.wikidata.org/entity/Q7147677,Patrick Soon-Shiong,1952,education,http://www.wikidata.org/entity/Q391028,University of British Columbia,4,public research university | open-access publisher | university | university in British Columbia,1941-1960
http://www.wikidata.org/entity/Q7147677,Patrick Soon-Shiong,1952,education,http://www.wikidata.org/entity/Q534643,University of the Witwatersrand,1,public research university,1941-1960
http://www.wikidata.org/entity/Q7147677,Patrick Soon-Shiong,1952,employment,http://www.wikidata.org/entity/Q174710,"University of California, Los Angeles",5,public research university | university campus | public educational institution of the United States | organization | university,1941-1960
http://www.wikidata.org/entity/Q7150093,Paul D. House,1944,education,http://www.wikidata.org/entity/Q632891,McMaster University,1,university in Ontario,1941-1960
http://www.wikidata.org/entity/Q7151015,Paul Griffiths,1957,membership,http://www.wikidata.org/entity/Q17040504,World Travel and Tourism Council,3,trade association | nonprofit organization | non-governmental organization,1941-1960
http://www.wikidata.org/entity/Q7151015,Paul Griffiths,1957,education,http://www.wikidata.org/entity/Q7326210,Richard Hale School,3,academy school | boys' school | secondary school,1941-1960
http://www.wikidata.org/entity/Q7151785,Paul King,1984,education,http://www.wikidata.org/entity/Q190080,Carnegie Mellon University,3,private not-for-profit educational institution | research university | private university,1981-2000
http://www.wikidata.org/entity/Q7155328,Paulo de Azevedo,1965,education,http://www.wikidata.org/entity/Q1422903,University of Porto,4,public research university | open-access publisher | organization | academic archive,1961-1980
http://www.wikidata.org/entity/Q7159630,Pedro Heilbron,1958,education,http://www.wikidata.org/entity/Q2620177,College of the Holy Cross,3,liberal arts college | private not-for-profit educational institution | university,1941-1960
http://www.wikidata.org/entity/Q7159630,Pedro Heilbron,1958,education,http://www.wikidata.org/entity/Q432637,George Washington University,4,private not-for-profit educational institution | open-access publisher | research university | private university,1941-1960
