,personUri,personLabel,birthYear,gender,countries,continents,occupations
232,http://www.wikidata.org/entity/Q18634567,Nikolay Maksimov,1911,male,"Soviet Union, Russian Empire","Europe, Asia, Eurasia, North America",chief executive officer
233,http://www.wikidata.org/entity/Q43273607,Carole Kariuki,1975,female,Kenya,Africa,"chief executive officer, businessperson"
234,http://www.wikidata.org/entity/Q133496926,Sidney Rostan,1993,male,France,Europe,"businessperson, chief executive officer, entrepreneur"
235,http://www.wikidata.org/entity/Q58311,Avigdor Lieberman,1958,male,Israel,Asia,"chief executive officer, politician"
236,http://www.wikidata.org/entity/Q17522891,Q17522891,1945,male,Israel,Asia,"manager, chief executive officer, military officer"
237,http://www.wikidata.org/entity/Q46996605,Jesper Frost Rasmussen,1975,male,Kingdom of Denmark,Europe,"chief executive officer, politician"
238,http://www.wikidata.org/entity/Q132853055,Lucas Le Bell,1989,male,France,Europe,"businessperson, chief executive officer, entrepreneur"
239,http://www.wikidata.org/entity/Q4976965,Pia Sandvik,1964,female,Sweden,Europe,chief executive officer
240,http://www.wikidata.org/entity/Q6831969,Michael Krasny,1955,male,United States,North America,chief executive officer
241,http://www.wikidata.org/entity/Q12527426,Aidyn Rakhimbaev,1972,male,"Soviet Union, Kazakhstan","Europe, Asia",chief executive officer
242,http://www.wikidata.org/entity/Q48818145,Vincent Sussfeld,1972,male,France,Europe,"banker, chief executive officer, businessperson"
243,http://www.wikidata.org/entity/Q19587354,Q19587354,1926,male,Israel,Asia,"manager, chief executive officer, military officer"
244,http://www.wikidata.org/entity/Q96721776,John Porter,1957,male,United States,North America,chief executive officer
245,http://www.wikidata.org/entity/Q134727917,Marika Zimmermann,1974,female,France,Europe,"businessperson, chief executive officer"
246,http://www.wikidata.org/entity/Q112084090,Colin Hanson,1920,male,New Zealand,Oceania,"spy, chief executive officer, civil servant"
247,http://www.wikidata.org/entity/Q5622829,Guyi Shen,1979,male,People's Republic of China,Asia,chief executive officer
248,http://www.wikidata.org/entity/Q113368214,Camille Fauran,1988,female,France,Europe,"businessperson, business executive, chief executive officer"
249,http://www.wikidata.org/entity/Q16945133,Staffan Bohman,1949,male,Sweden,Europe,"chief executive officer, businessperson"
250,http://www.wikidata.org/entity/Q125543520,Irja Salmela,1912,female,Finland,Europe,"chief executive officer, politician"
251,http://www.wikidata.org/entity/Q67172211,Claudia Cividino,1966,female,United States,North America,chief executive officer
252,http://www.wikidata.org/entity/Q92205,Andreas Mechwart von Belecska,1834,male,"Hungary, Germany",Europe,"chief executive officer, inventor"
253,http://www.wikidata.org/entity/Q59327621,Farid Zizi,1962,male,France,Europe,chief executive officer
254,http://www.wikidata.org/entity/Q5524807,Gary C. Kelly,1955,male,United States,North America,"chief executive officer, chairperson"
255,http://www.wikidata.org/entity/Q92713,Alan Ashton,1942,male,United States,North America,"university teacher, chief executive officer, computer scientist, businessperson"
256,http://www.wikidata.org/entity/Q5234544,David H. McCormick,1965,male,United States,North America,"university teacher, chief executive officer, civil servant, military officer, politician"
257,http://www.wikidata.org/entity/Q106238379,Deepinder Goyal,1985,male,India,Asia,"chief executive officer, merchant"
258,http://www.wikidata.org/entity/Q131555089,Rick Perry,1960,male,United States,North America,"chef, publisher, chief executive officer"
259,http://www.wikidata.org/entity/Q20882946,Giora Salz,1959,male,Israel,Asia,"manager, chief executive officer"
260,http://www.wikidata.org/entity/Q83410804,Simon Roberts,1971,male,United Kingdom,Europe,chief executive officer
261,http://www.wikidata.org/entity/Q7329143,Richard Solomons,1961,male,United Kingdom,Europe,"banker, chief executive officer, entrepreneur"
262,http://www.wikidata.org/entity/Q26132792,Jonathan Seaton,1982,male,United Kingdom,Europe,"business executive, chief executive officer, entrepreneur, computer scientist, businessperson, lawyer"
263,http://www.wikidata.org/entity/Q12408254,Yitzchak Zamir,1943,male,Israel,Asia,"manager, chief executive officer, military officer"
264,http://www.wikidata.org/entity/Q546379,Greg Sherman,1970,male,United States,North America,chief executive officer
265,http://www.wikidata.org/entity/Q130731375,John E. Breyer,1934,male,United States,North America,chief executive officer
266,http://www.wikidata.org/entity/Q1661801,Knut Felix Villebrand,1814,male,Finland,Europe,"chief executive officer, politician, physician"
267,http://www.wikidata.org/entity/Q64400225,Jaan Ivar Semlitsch,1971,male,Norway,Europe,chief executive officer
268,http://www.wikidata.org/entity/Q115943924,H. I. Romnes,1907,male,United States,North America,chief executive officer
269,http://www.wikidata.org/entity/Q61861430,Sabine Schormann,1962,female,Germany,Europe,chief executive officer
270,http://www.wikidata.org/entity/Q5774379,Juha Gröhn,1963,male,Finland,Europe,chief executive officer
271,http://www.wikidata.org/entity/Q7306657,Reed Hastings,1960,male,United States,North America,"chief executive officer, entrepreneur"
272,http://www.wikidata.org/entity/Q96876095,Kojo Adu Asare,1966,male,Ghana,Africa,"businessperson, chief executive officer, politician"
273,http://www.wikidata.org/entity/Q123401489,Sylvie Guinard,1973,female,France,Europe,"businessperson, chief executive officer"
274,http://www.wikidata.org/entity/Q6369466,Karen Agustiawan,1958,female,Indonesia,Asia,"chief executive officer, entrepreneur"
275,http://www.wikidata.org/entity/Q10293732,Hans-Heinrich Barschkis,1920,male,"Spain, Mexico, Germany, German Reich","Europe, North America","soldier, manager, chief executive officer"
276,http://www.wikidata.org/entity/Q30030987,James Hackett,1955,male,United States,North America,"chief executive officer, businessperson"
277,http://www.wikidata.org/entity/Q6237578,Lars Westerberg,1948,male,Sweden,Europe,chief executive officer
278,http://www.wikidata.org/entity/Q130541295,Choi Soo-yeon,1981,female,South Korea,Asia,"businessperson, chief executive officer, engineer"
279,http://www.wikidata.org/entity/Q109324594,Alfredo Altavilla,1963,male,Italy,Europe,chief executive officer
280,http://www.wikidata.org/entity/Q73667033,Mark R. Sullivan,1896,male,United States,North America,chief executive officer
281,http://www.wikidata.org/entity/Q56393606,Shinta Kamdani,1967,female,Indonesia,Asia,chief executive officer
282,http://www.wikidata.org/entity/Q1001673,Béla Fischer,1848,male,Hungary,Europe,chief executive officer
283,http://www.wikidata.org/entity/Q108532163,Erik Collado Vidal,1990,male,Spain,Europe,chief executive officer
284,http://www.wikidata.org/entity/Q15882373,Josep Vilarasau Salat,1931,male,Spain,Europe,"banker, chief executive officer, economist, engineer, businessperson"
285,http://www.wikidata.org/entity/Q3435195,Bob Galvin,1922,male,United States,North America,"chief executive officer, businessperson"
286,http://www.wikidata.org/entity/Q16193174,Hubert Joly,1959,male,France,Europe,"executive, chief executive officer, merchant, entrepreneur"
287,http://www.wikidata.org/entity/Q118444222,Michel Rollin,1952,male,France,Europe,"businessperson, writer, chief officer, chief executive officer"
288,http://www.wikidata.org/entity/Q1483987,Tim Collins,1956,male,United States,North America,chief executive officer
289,http://www.wikidata.org/entity/Q98433888,Väinö Latvala,1896,male,Finland,Europe,"marketing manager, chief executive officer"
290,http://www.wikidata.org/entity/Q12410088,Slava Maltzev,1955,male,Israel,Asia,"manager, chief executive officer"
291,http://www.wikidata.org/entity/Q27733878,Lim Teck Yin,1962,male,Singapore,Asia,"soldier, chief executive officer"
292,http://www.wikidata.org/entity/Q23043532,Q23043532,1947,male,Israel,Asia,"manager, chief executive officer, military officer"
293,http://www.wikidata.org/entity/Q11986868,Loveleen Rihel Brenna,1967,female,Norway,Europe,"chief executive officer, author"
294,http://www.wikidata.org/entity/Q26221110,Gianluca Vacchi,1967,male,Italy,Europe,"chief executive officer, entrepreneur"
295,http://www.wikidata.org/entity/Q105756224,Lou Richardson,1940,male,United States,North America,chief executive officer
296,http://www.wikidata.org/entity/Q56042353,Ramon Laguarta,1963,male,Spain,Europe,"chief executive officer, chairperson, businessperson"
297,http://www.wikidata.org/entity/Q2061829,Isaac Larian,1954,male,Iran,Asia,"chief executive officer, entrepreneur, businessperson"
298,http://www.wikidata.org/entity/Q353511,Derek Jeter,1974,male,United States,North America,"chief executive officer, author, entrepreneur"
299,http://www.wikidata.org/entity/Q98093097,Austin Avuru,1948,male,Nigeria,Africa,"geologist, chief executive officer, engineer"
300,http://www.wikidata.org/entity/Q41669813,Noah Kraft,2000,male,United States,North America,"founder, chief executive officer, entrepreneur"
301,http://www.wikidata.org/entity/Q7276871,"Robert ""RJ"" Scaringe",1983,male,United States,North America,"business executive, chief executive officer, engineer"
302,http://www.wikidata.org/entity/Q112550840,Reshad Ibrahimov,1983,male,Azerbaijan,Asia,"businessperson, chief executive officer, entrepreneur"
303,http://www.wikidata.org/entity/Q134383493,Craig Piggott,1995,male,New Zealand,Oceania,chief executive officer
304,http://www.wikidata.org/entity/Q17106365,Ole Dalgaard,1950,male,Kingdom of Denmark,Europe,"director, chief executive officer, writer"
305,http://www.wikidata.org/entity/Q16727504,Vivek Bhaskaran,1976,male,United States,North America,"chief executive officer, software developer"
306,http://www.wikidata.org/entity/Q62424054,Lars Hansson,1942,male,Sweden,Europe,chief executive officer
307,http://www.wikidata.org/entity/Q20750536,Nisim Peretz,1960,male,Israel,Asia,"manager, chief executive officer, military personnel"
308,http://www.wikidata.org/entity/Q7159630,Pedro Heilbron,1958,male,Panama,"North America, South America",chief executive officer
309,http://www.wikidata.org/entity/Q12408161,Yaakov Banai,1920,male,Israel,Asia,"manager, chief executive officer"
310,http://www.wikidata.org/entity/Q6896261,Meir Shamir,1929,male,Israel,Asia,chief executive officer
311,http://www.wikidata.org/entity/Q108101286,Netanel Izak,1981,male,Israel,Asia,chief executive officer
312,http://www.wikidata.org/entity/Q7518530,Simon Cowell,1952,male,United Kingdom,Europe,"rescuer, environmentalist, television presenter, chief executive officer"
313,http://www.wikidata.org/entity/Q6934624,Yigal Ben-Shalom,1946,male,Israel,Asia,chief executive officer
314,http://www.wikidata.org/entity/Q12071778,Hamdi Ulukaya,1972,male,Turkey,Asia,"chief executive officer, entrepreneur, businessperson"
315,http://www.wikidata.org/entity/Q7054605,Ariel Amiad,1924,male,Israel,Asia,"chief executive officer, military officer, politician"
316,http://www.wikidata.org/entity/Q7929153,Vijay K. Thadani,1951,male,India,Asia,chief executive officer
317,http://www.wikidata.org/entity/Q12310429,Erik Stephensen,1951,male,Kingdom of Denmark,Europe,"journalist, filmmaker, chief executive officer, businessperson"
318,http://www.wikidata.org/entity/Q62382001,Patricia Rodríguez Barrios,1982,female,Spain,Europe,"chief executive officer, businessperson"
319,http://www.wikidata.org/entity/Q27835226,Rosa Salmelin,1890,female,"Finland, Grand Principality of Finland",Europe,"business executive, chief executive officer"
320,http://www.wikidata.org/entity/Q77890750,Margaret Heffernan,1942,female,Ireland,Europe,chief executive officer
321,http://www.wikidata.org/entity/Q61694547,Angela Oforiwa Alorwu-Tay,1971,female,Ghana,Africa,"chief executive officer, politician"
322,http://www.wikidata.org/entity/Q114297332,Hakon Iversen,1973,male,Kingdom of Denmark,Europe,chief executive officer
323,http://www.wikidata.org/entity/Q127215568,Anabelle Flory-Boiron,1978,female,France,Europe,"businessperson, chief executive officer"
324,http://www.wikidata.org/entity/Q16885627,Stu Shea,1957,male,United States,North America,chief executive officer
325,http://www.wikidata.org/entity/Q11861451,Hannu Syrjälä,1966,male,Finland,Europe,chief executive officer
326,http://www.wikidata.org/entity/Q12410627,Pinchas Zusman,1927,male,Israel,Asia,"university teacher, chief executive officer, economist"
327,http://www.wikidata.org/entity/Q132646215,Lars von Lackum,1975,male,Germany,Europe,chief executive officer
328,http://www.wikidata.org/entity/Q6730335,Maggie Wilderotter,1955,female,United States,North America,"chief executive officer, businessperson"
329,http://www.wikidata.org/entity/Q19872672,John Cumpston,1880,male,Australia,Oceania,"chief executive officer, civil servant"
330,http://www.wikidata.org/entity/Q16633481,Jakob Söderbaum,1971,male,Sweden,Europe,"chief executive officer, businessperson"
331,http://www.wikidata.org/entity/Q7518738,Simon Festing,2000,male,United Kingdom,Europe,chief executive officer
332,http://www.wikidata.org/entity/Q28911836,Amir Farmanesh,1979,male,"Iran, Canada","Asia, North America","social scientist, founder, chief executive officer"
333,http://www.wikidata.org/entity/Q6384622,Keith Lamb,1946,male,United Kingdom,Europe,chief executive officer
334,http://www.wikidata.org/entity/Q28122224,Q28122224,1980,male,Israel,Asia,chief executive officer
335,http://www.wikidata.org/entity/Q26806460,Kasim Kutay,1965,male,United Kingdom,Europe,"chief executive officer, businessperson"
336,http://www.wikidata.org/entity/Q124684035,Sydney Muponda,1988,male,Zambia,Africa,"chief executive officer, author"
337,http://www.wikidata.org/entity/Q7668381,T. J. Rodgers,1948,male,United States,North America,"chief executive officer, inventor, businessperson"
338,http://www.wikidata.org/entity/Q16341190,Stella Handler,1961,female,Israel,Asia,chief executive officer
